PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U,Title,Age_scaled,Fare_scaled
225,1,1,0,38.0,1,0,90.0,False,True,False,True,False,False,False,False,False,False,1,0.6638610320657843,1.5989745568795648
226,0,3,0,22.0,0,0,9.35,False,True,False,False,False,False,False,False,False,True,1,-0.5657364610748746,-0.6455926003653025
227,1,2,0,19.0,0,0,10.5,False,True,False,False,False,False,False,False,False,True,1,-0.7962859910387481,-0.5368057694182641
228,0,3,0,20.5,0,0,7.25,False,True,False,False,False,False,False,False,False,True,1,-0.6810112260568114,-0.8797405693934278
229,0,2,0,18.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,1,-0.8731358343600393,-0.3336984726090336
230,0,3,1,28.0,3,1,25.4667,False,True,False,False,False,False,False,False,False,True,2,-0.10463740114712752,0.32384119624754826
231,1,1,1,35.0,1,0,83.475,False,True,False,True,False,False,False,False,False,False,3,0.4333115021019107,1.5221510751129648
232,0,3,0,29.0,0,0,7.775,False,True,False,False,False,False,False,False,False,True,1,-0.027787557825836348,-0.8160407306065733
233,0,2,0,59.0,0,0,13.5,False,True,False,False,False,False,False,False,False,True,1,2.277707741812899,-0.29746598596845064
234,1,3,1,5.0,4,2,31.3875,False,True,False,False,False,False,False,False,False,True,2,-1.8721837975368247,0.5322916934007406
235,0,2,0,24.0,0,0,10.5,False,True,False,False,False,False,False,False,False,True,1,-0.41203677443229225,-0.5368057694182641
236,0,3,1,28.0,0,0,7.55,False,True,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.8428609376877135
237,0,2,0,44.0,1,0,26.0,False,True,False,False,False,False,False,False,False,True,1,1.1249600919935314,0.3444394801955362
238,1,2,1,8.0,0,2,26.25,False,True,False,False,False,False,False,False,False,True,2,-1.6416342675729512,0.35395586016517094
239,0,2,0,19.0,0,0,10.5,False,True,False,False,False,False,False,False,False,True,1,-0.7962859910387481,-0.5368057694182641
240,0,2,0,33.0,0,0,12.275,False,True,False,False,False,False,False,False,False,True,1,0.27961181545932834,-0.3886024739916458
241,0,3,1,28.0,1,0,14.4542,False,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.23166125968823223
242,1,3,1,28.0,1,0,15.5,True,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.16405229962564447
243,0,2,0,29.0,0,0,10.5,False,True,False,False,False,False,False,False,False,True,1,-0.027787557825836348,-0.5368057694182641
244,0,3,0,22.0,0,0,7.125,False,True,False,False,False,False,False,False,False,True,1,-0.5657364610748746,-0.8955045384601199
245,0,3,0,30.0,0,0,7.225,False,False,False,False,False,False,False,False,False,True,1,0.04906228549545483,-0.8828741679067217
246,0,1,0,44.0,2,0,90.0,True,False,False,True,False,False,False,False,False,False,5,1.1249600919935314,1.5989745568795648
247,0,3,1,25.0,0,0,7.775,False,True,False,False,False,False,False,False,False,True,2,-0.33518693111100106,-0.8160407306065733
248,1,2,1,24.0,0,2,14.5,False,True,False,False,False,False,False,False,False,True,3,-0.41203677443229225,-0.2286058134653583
249,1,1,0,37.0,1,1,52.5542,False,True,False,False,True,False,False,False,False,False,1,0.5870111887444931,1.0515683442816504
250,0,2,0,54.0,1,0,26.0,False,True,False,False,False,False,False,False,False,True,5,1.893458525206443,0.3444394801955362
251,0,3,0,28.0,0,0,7.25,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8797405693934278
252,0,3,1,29.0,1,1,10.4625,False,True,False,False,False,False,False,True,False,False,3,-0.027787557825836348,-0.5401781836878246
253,0,1,0,62.0,0,0,26.55,False,True,False,True,False,False,False,False,False,False,1,2.5082572717767726,0.36526093570402607
254,0,3,0,30.0,1,0,16.1,False,True,False,False,False,False,False,False,False,True,1,0.04906228549545483,-0.12717266791993012
255,0,3,1,41.0,0,2,20.2125,False,True,False,False,False,False,False,False,False,True,3,0.8944105620296577,0.09534793704965058
256,1,3,1,29.0,0,2,15.2458,False,False,False,False,False,False,False,False,False,True,3,-0.027787557825836348,-0.1800831698720664
257,1,1,1,28.0,0,0,79.2,False,False,False,False,False,False,False,False,False,True,3,-0.10463740114712752,1.4685301291949246
258,1,1,1,30.0,0,0,86.5,False,True,True,False,False,False,False,False,False,False,2,0.04906228549545483,1.5584783893656837
259,1,1,1,35.0,0,0,512.3292,False,False,False,False,False,False,False,False,False,True,2,0.4333115021019107,3.3852937438182273
260,1,2,1,50.0,0,1,26.0,False,True,False,False,False,False,False,False,False,True,3,1.5860591519212783,0.3444394801955362
261,0,3,0,28.0,0,0,7.75,True,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8189865811572414
262,1,3,0,3.0,4,2,31.3875,False,True,False,False,False,False,False,False,False,True,4,-2.025883484179407,0.5322916934007406
263,0,1,0,52.0,1,1,79.65,False,True,False,False,False,True,False,False,False,False,1,1.7397588385638607,1.4743073772537167
264,0,1,0,40.0,0,0,0.0,False,True,True,False,False,False,False,False,False,False,1,0.8175607187083667,-3.0585777291682934
265,0,3,1,28.0,0,0,7.75,True,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.8189865811572414
266,0,2,0,36.0,0,0,10.5,False,True,False,False,False,False,False,False,False,True,1,0.5101613454232019,-0.5368057694182641
267,0,3,0,16.0,4,1,39.6875,False,True,False,False,False,False,False,False,False,True,1,-1.0268355210026217,0.7678594338107121
268,1,3,0,25.0,1,0,7.775,False,True,False,False,False,False,False,False,False,True,1,-0.33518693111100106,-0.8160407306065733
269,1,1,1,58.0,0,1,153.4625,False,True,False,True,False,False,False,False,False,False,3,2.200857898491608,2.14527242190355
270,1,1,1,35.0,0,0,135.6333,False,True,False,True,False,False,False,False,False,False,2,0.4333115021019107,2.0186331792044068
271,0,1,0,28.0,0,0,31.0,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,0.5198636196706229
272,1,3,0,25.0,0,0,0.0,False,True,False,False,False,False,False,False,False,True,1,-0.33518693111100106,-3.0585777291682934
273,1,2,1,41.0,0,1,19.5,False,True,False,False,False,False,False,False,False,True,3,0.8944105620296577,0.06007112543995847
274,0,1,0,37.0,0,1,29.7,False,False,False,True,False,False,False,False,False,False,1,0.5870111887444931,0.4770416648490861
275,1,3,1,28.0,0,0,7.75,True,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.8189865811572414
276,1,1,1,63.0,1,0,77.9583,False,True,False,False,True,False,False,False,False,False,2,2.585107115098064,1.452419049919151
277,0,3,1,45.0,0,0,7.75,False,True,False,False,False,False,False,False,False,True,2,1.2018099353148226,-0.8189865811572414
278,0,2,0,28.0,0,0,0.0,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-3.0585777291682934
279,0,3,0,7.0,4,1,29.125,True,False,False,False,False,False,False,False,False,True,4,-1.7184841108942424,0.457519539438721
280,1,3,1,35.0,1,1,20.25,False,True,False,False,False,False,False,False,False,True,3,0.4333115021019107,0.0971716406458445
281,0,3,0,65.0,0,0,7.75,True,False,False,False,False,False,False,False,False,True,1,2.738806801740646,-0.8189865811572414
282,0,3,0,28.0,0,0,7.8542,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.806763380796033
283,0,3,0,16.0,0,0,9.5,False,True,False,False,False,False,False,False,False,True,1,-1.0268355210026217,-0.6307359423566569
284,1,3,0,19.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.7962859910387481,-0.7841792430073967
285,0,1,0,28.0,0,0,26.0,False,True,False,False,False,False,False,False,False,False,1,-0.10463740114712752,0.3444394801955362
286,0,3,0,33.0,0,0,8.6625,False,False,False,False,False,False,False,False,False,True,1,0.27961181545932834,-0.7165619336211217
287,1,3,0,30.0,0,0,9.5,False,True,False,False,False,False,False,False,False,True,1,0.04906228549545483,-0.6307359423566569
288,0,3,0,22.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,1,-0.5657364610748746,-0.8019236166026618
289,1,2,0,42.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,1,0.9712604053509489,-0.3336984726090336
290,1,3,1,22.0,0,0,7.75,True,False,False,False,False,False,False,False,False,True,2,-0.5657364610748746,-0.8189865811572414
291,1,1,1,26.0,0,0,78.85,False,True,False,False,False,False,False,False,False,True,2,-0.2583370877897099,1.464014258564117
292,1,1,1,19.0,1,0,91.0792,False,False,True,False,False,False,False,False,False,False,3,-0.7962859910387481,1.6111475224786775
293,0,2,0,36.0,0,0,12.875,False,False,False,False,True,False,False,False,False,False,1,0.5101613454232019,-0.3429588030007618
294,0,3,1,24.0,0,0,8.85,False,True,False,False,False,False,False,False,False,True,2,-0.41203677443229225,-0.6967178907118832
295,0,3,0,24.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,1,-0.41203677443229225,-0.8019236166026618
296,0,1,0,28.0,0,0,27.7208,False,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,0.4082334475616762
297,0,3,0,23.5,0,0,7.2292,False,False,False,False,False,False,False,False,False,True,1,-0.45046169609293785,-0.8823470582632056
298,0,1,1,2.0,1,2,151.55,False,True,False,True,False,False,False,False,False,False,2,-2.1027333275006983,2.132408321022389
299,1,1,0,28.0,0,0,30.5,False,True,False,True,False,False,False,False,False,False,1,-0.10463740114712752,0.5036031274312862
300,1,1,1,50.0,0,1,247.5208,False,False,True,False,False,False,False,False,False,False,3,1.5860591519212783,2.6363132839087284
301,1,3,1,28.0,0,0,7.75,True,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.8189865811572414
302,1,3,0,28.0,2,0,23.25,True,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,0.23352593393921808
303,0,3,0,19.0,0,0,0.0,False,True,False,False,False,False,False,False,False,True,1,-0.7962859910387481,-3.0585777291682934
304,1,2,1,28.0,0,0,12.35,True,False,False,False,False,True,False,False,False,False,2,-0.10463740114712752,-0.38278544498532663
305,0,3,0,28.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.7841792430073967
306,1,1,0,0.92,1,2,151.55,False,True,False,True,False,False,False,False,False,False,4,-2.1857311582876924,2.132408321022389
307,1,1,1,28.0,0,0,110.8833,False,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,1.812289926928167
308,1,1,1,17.0,1,0,108.9,False,False,False,True,False,False,False,False,False,False,3,-0.9499856776813305,1.7938227894866787
309,0,2,0,30.0,1,0,24.0,False,False,False,False,False,False,False,False,False,True,1,0.04906228549545483,0.26497567234198965
310,1,1,1,30.0,0,0,56.9292,False,False,False,False,False,True,False,False,False,False,2,0.04906228549545483,1.1326493972880125
311,1,1,1,24.0,0,0,83.1583,False,False,False,True,False,False,False,False,False,False,2,-0.41203677443229225,1.5182728441543658
312,1,1,1,18.0,2,2,262.375,False,False,True,False,False,False,False,False,False,False,2,-0.8731358343600393,2.6962534687059603
313,0,2,1,26.0,1,1,26.0,False,True,False,False,False,False,False,False,False,True,3,-0.2583370877897099,0.3444394801955362
314,0,3,0,28.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8019236166026618
315,0,2,0,43.0,1,1,26.25,False,True,False,False,False,False,False,False,False,True,1,1.0481102486722402,0.35395586016517094
316,1,3,1,26.0,0,0,7.8542,False,True,False,False,False,False,False,False,False,True,2,-0.2583370877897099,-0.806763380796033
317,1,2,1,24.0,1,0,26.0,False,True,False,False,False,False,False,False,False,True,3,-0.41203677443229225,0.3444394801955362
318,0,2,0,54.0,0,0,14.0,False,True,False,False,False,False,False,False,False,True,5,1.893458525206443,-0.2624619586252086
319,1,1,1,31.0,0,2,164.8667,False,True,False,True,False,False,False,False,False,False,2,0.12591212881674602,2.218822021910339
320,1,1,1,40.0,1,1,134.5,False,False,False,False,False,True,False,False,False,False,3,0.8175607187083667,2.010033264475824
321,0,3,0,22.0,0,0,7.25,False,True,False,False,False,False,False,False,False,True,1,-0.5657364610748746,-0.8797405693934278
322,0,3,0,27.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,1,-0.1814872444684187,-0.8019236166026618
323,1,2,1,30.0,0,0,12.35,True,False,False,False,False,False,False,False,False,True,2,0.04906228549545483,-0.38278544498532663
324,1,2,1,22.0,1,1,29.0,False,True,False,False,False,False,False,False,False,True,3,-0.5657364610748746,0.4532263111425748
325,0,3,0,28.0,8,2,69.55,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,1.3361591794576348
326,1,1,1,36.0,0,0,135.6333,False,False,False,True,False,False,False,False,False,False,2,0.5101613454232019,2.0186331792044068
327,0,3,0,61.0,0,0,6.2375,False,True,False,False,False,False,False,False,False,True,1,2.4314074284554814,-1.0149359989180027
328,1,2,1,36.0,0,0,13.0,False,True,False,False,True,False,False,False,False,False,3,0.5101613454232019,-0.3336984726090336
329,1,3,1,31.0,1,1,20.525,False,True,False,False,False,False,False,False,False,True,3,0.12591212881674602,0.11044794172866994
330,1,1,1,16.0,0,1,57.9792,False,False,True,False,False,False,False,False,False,False,2,-1.0268355210026217,1.1511968252901217
331,1,3,1,28.0,2,0,23.25,True,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,0.23352593393921808
332,0,1,0,45.5,0,0,28.5,False,True,False,True,False,False,False,False,False,False,1,1.2402348569754682,0.4358726267231761
333,0,1,0,38.0,0,1,153.4625,False,True,False,True,False,False,False,False,False,False,1,0.6638610320657843,2.14527242190355
334,0,3,0,16.0,2,0,18.0,False,True,False,False,False,False,False,False,False,True,1,-1.0268355210026217,-0.01838583697289204
335,1,1,1,28.0,1,0,133.65,False,True,False,False,False,False,False,False,False,True,3,-0.10463740114712752,2.003535801391161
336,0,3,0,28.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8019236166026618
337,0,1,0,29.0,1,0,66.6,False,True,False,True,False,False,False,False,False,False,1,-0.027787557825836348,1.2920564383571118
338,1,1,1,41.0,0,0,134.5,False,False,False,False,False,True,False,False,False,False,2,0.8944105620296577,2.010033264475824
339,1,3,0,45.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,1.2018099353148226,-0.7841792430073967
340,0,1,0,45.0,0,0,35.5,False,True,False,False,False,False,False,False,True,False,1,1.2018099353148226,0.6557188297748954
341,1,2,0,2.0,1,1,26.0,False,True,False,False,False,False,True,False,False,False,4,-2.1027333275006983,0.3444394801955362
342,1,1,1,24.0,3,2,263.0,False,True,False,True,False,False,False,False,False,False,2,-0.41203677443229225,2.6987007794454887
343,0,2,0,28.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.3336984726090336
344,0,2,0,25.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,1,-0.33518693111100106,-0.3336984726090336
345,0,2,0,36.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,1,0.5101613454232019,-0.3336984726090336
346,1,2,1,24.0,0,0,13.0,False,True,False,False,False,False,True,False,False,False,2,-0.41203677443229225,-0.3336984726090336
347,1,2,1,40.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,2,0.8175607187083667,-0.3336984726090336
348,1,3,1,28.0,1,0,16.1,False,True,False,False,False,False,False,False,False,True,3,-0.10463740114712752,-0.12717266791993012
349,1,3,0,3.0,1,1,15.9,False,True,False,False,False,False,False,False,False,True,4,-2.025883484179407,-0.1393201011784549
350,0,3,0,42.0,0,0,8.6625,False,True,False,False,False,False,False,False,False,True,1,0.9712604053509489,-0.7165619336211217
351,0,3,0,23.0,0,0,9.225,False,True,False,False,False,False,False,False,False,True,1,-0.48888661775358344,-0.658138561741074
352,0,1,0,28.0,0,0,35.0,False,True,False,True,False,False,False,False,False,False,1,-0.10463740114712752,0.6414769499431594
353,0,3,0,15.0,1,1,7.2292,False,False,False,False,False,False,False,False,False,True,1,-1.1036853643239128,-0.8823470582632056
354,0,3,0,25.0,1,0,17.8,False,True,False,False,False,False,False,False,False,True,1,-0.33518693111100106,-0.029312075627065143
355,0,3,0,28.0,0,0,7.225,False,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8828741679067217
356,0,3,0,28.0,0,0,9.5,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.6307359423566569
357,1,1,1,22.0,0,1,55.0,False,True,False,False,False,True,False,False,False,False,2,-0.5657364610748746,1.0976780669265336
358,0,2,1,38.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,2,0.6638610320657843,-0.3336984726090336
359,1,3,1,28.0,0,0,7.8792,True,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.8038521494426432
360,1,3,1,28.0,0,0,7.8792,True,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.8038521494426432
361,0,3,0,40.0,1,4,27.9,False,True,False,False,False,False,False,False,False,True,1,0.8175607187083667,0.4146557174979072
362,0,2,0,29.0,1,0,27.7208,False,False,False,False,False,False,False,False,False,True,1,-0.027787557825836348,0.4082334475616762
363,0,3,1,45.0,0,1,14.4542,False,False,False,False,False,False,False,False,False,True,3,1.2018099353148226,-0.23166125968823223
364,0,3,0,35.0,0,0,7.05,False,True,False,False,False,False,False,False,False,True,1,0.4333115021019107,-0.9050797531497118
365,0,3,0,28.0,1,0,15.5,True,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.16405229962564447
366,0,3,0,30.0,0,0,7.25,False,True,False,False,False,False,False,False,False,True,1,0.04906228549545483,-0.8797405693934278
367,1,1,1,60.0,1,0,75.25,False,False,False,False,True,False,False,False,False,False,3,2.3545575851341902,1.4163815756188534
368,1,3,1,28.0,0,0,7.2292,False,False,False,False,False,False,False,False,False,True,3,-0.10463740114712752,-0.8823470582632056
369,1,3,1,28.0,0,0,7.75,True,False,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.8189865811572414
370,1,1,1,24.0,0,0,69.3,False,False,True,False,False,False,False,False,False,False,3,-0.41203677443229225,1.3324938581871215
371,1,1,0,25.0,1,0,55.4417,False,False,False,False,False,True,False,False,False,False,1,-0.33518693111100106,1.1057901177672143
372,0,3,0,18.0,1,0,6.4958,False,True,False,False,False,False,False,False,False,True,1,-0.8731358343600393,-0.9787286015064478
373,0,3,0,19.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.7962859910387481,-0.7841792430073967
374,0,1,0,22.0,0,0,135.6333,False,False,False,False,False,False,False,False,False,True,1,-0.5657364610748746,2.0186331792044068
375,0,3,1,3.0,3,1,21.075,False,True,False,False,False,False,False,False,False,True,2,-2.025883484179407,0.1364991380659541
376,1,1,1,28.0,1,0,82.1708,False,False,False,False,False,False,False,False,False,True,3,-0.10463740114712752,1.5060857797883969
377,1,3,1,22.0,0,0,7.25,False,True,False,False,False,False,False,False,False,True,2,-0.5657364610748746,-0.8797405693934278
378,0,1,0,27.0,0,2,211.5,False,False,False,True,False,False,False,False,False,False,1,-0.1814872444684187,2.4746366111687697
379,0,3,0,20.0,0,0,4.0125,False,False,False,False,False,False,False,False,False,True,1,-0.719436147717457,-1.3942229498762084
380,0,3,0,19.0,0,0,7.775,False,True,False,False,False,False,False,False,False,True,1,-0.7962859910387481,-0.8160407306065733
381,1,1,1,42.0,0,0,227.525,False,False,False,False,False,False,False,False,False,True,2,0.9712604053509489,2.5497045522452972
382,1,3,1,1.0,0,2,15.7417,False,False,False,False,False,False,False,False,False,True,2,-2.1795831708219895,-0.14903715526900022
383,0,3,0,32.0,0,0,7.925,False,True,False,False,False,False,False,False,False,True,1,0.20276197213803718,-0.798539974052802
384,1,1,1,35.0,1,0,52.0,False,True,False,False,False,False,False,False,False,True,3,0.4333115021019107,1.0408277503255374
385,0,3,0,28.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8019236166026618
386,0,2,0,18.0,0,0,73.5,False,True,False,False,False,False,False,False,False,True,1,-0.8731358343600393,1.3924082286355355
387,0,3,0,1.0,5,2,46.9,False,True,False,False,False,False,False,False,False,True,4,-2.1795831708219895,0.936361092700485
388,1,2,1,36.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,2,0.5101613454232019,-0.3336984726090336
389,0,3,0,28.0,0,0,7.7292,True,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8214439504217126
390,1,2,1,17.0,0,0,12.0,False,False,False,False,False,False,False,False,False,True,2,-0.9499856776813305,-0.4102164299119116
391,1,1,0,36.0,1,2,120.0,False,True,True,False,False,False,False,False,False,False,1,0.5101613454232019,1.8931715298766851
392,1,3,0,21.0,0,0,7.7958,False,True,False,False,False,False,False,False,False,True,1,-0.6425863043961658,-0.8135961720983267
393,0,3,0,28.0,2,0,7.925,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.798539974052802
394,1,1,1,23.0,1,0,113.275,False,False,False,False,True,False,False,False,False,False,2,-0.48888661775358344,1.834129231109428
395,1,3,1,24.0,0,2,16.7,False,True,False,False,False,False,False,True,False,False,3,-0.41203677443229225,-0.09156500424402261
396,0,3,0,22.0,0,0,7.7958,False,True,False,False,False,False,False,False,False,True,1,-0.5657364610748746,-0.8135961720983267
397,0,3,1,31.0,0,0,7.8542,False,True,False,False,False,False,False,False,False,True,2,0.12591212881674602,-0.806763380796033
398,0,2,0,46.0,0,0,26.0,False,True,False,False,False,False,False,False,False,True,1,1.2786597786361138,0.3444394801955362
399,0,2,0,23.0,0,0,10.5,False,True,False,False,False,False,False,False,False,True,5,-0.48888661775358344,-0.5368057694182641
400,1,2,1,28.0,0,0,12.65,False,True,False,False,False,False,False,False,False,True,3,-0.10463740114712752,-0.35983961362319966
401,1,3,0,39.0,0,0,7.925,False,True,False,False,False,False,False,False,False,True,1,0.7407108753870755,-0.798539974052802
402,0,3,0,26.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,1,-0.2583370877897099,-0.7841792430073967
403,0,3,1,21.0,1,0,9.825,False,True,False,False,False,False,False,False,False,True,2,-0.6425863043961658,-0.5992616204389827
404,0,3,0,28.0,1,0,15.85,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.1423794216910609
405,0,3,1,20.0,0,0,8.6625,False,True,False,False,False,False,False,False,False,True,2,-0.719436147717457,-0.7165619336211217
406,0,2,0,34.0,1,0,21.0,False,True,False,False,False,False,False,False,False,True,1,0.35646165878061953,0.1329851701219792
407,0,3,0,51.0,0,0,7.75,False,True,False,False,False,False,False,False,False,True,1,1.6629089952425695,-0.8189865811572414
408,1,2,0,3.0,1,1,18.75,False,True,False,False,False,False,False,False,False,True,4,-2.025883484179407,0.021587667954472933
409,0,3,0,21.0,0,0,7.775,False,True,False,False,False,False,False,False,False,True,1,-0.6425863043961658,-0.8160407306065733
410,0,3,1,28.0,3,1,25.4667,False,True,False,False,False,False,False,False,False,True,2,-0.10463740114712752,0.32384119624754826
411,0,3,0,28.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8019236166026618
412,0,3,0,28.0,0,0,6.8583,True,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.9299653348541039
413,1,1,1,33.0,1,0,90.0,True,False,False,True,False,False,False,False,False,False,2,0.27961181545932834,1.5989745568795648
414,0,2,0,28.0,0,0,0.0,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-3.0585777291682934
415,1,3,0,44.0,0,0,7.925,False,True,False,False,False,False,False,False,False,True,1,1.1249600919935314,-0.798539974052802
416,0,3,1,28.0,0,0,8.05,False,True,False,False,False,False,False,False,False,True,3,-0.10463740114712752,-0.7841792430073967
417,1,2,1,34.0,1,1,32.5,False,True,False,False,False,False,False,False,False,True,3,0.35646165878061953,0.5671628780396996
418,1,2,1,18.0,0,2,13.0,False,True,False,False,False,False,False,False,False,True,2,-0.8731358343600393,-0.3336984726090336
419,0,2,0,30.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,1,0.04906228549545483,-0.3336984726090336
420,0,3,1,10.0,0,2,24.15,False,True,False,False,False,False,False,False,False,True,2,-1.4879345809303688,0.2711522804976662
421,0,3,0,28.0,0,0,7.8958,False,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8019236166026618
422,0,3,0,21.0,0,0,7.7333,True,False,False,False,False,False,False,False,False,True,1,-0.6425863043961658,-0.8209591021193487
423,0,3,0,29.0,0,0,7.875,False,True,False,False,False,False,False,False,False,True,1,-0.027787557825836348,-0.804340663003928
424,0,3,1,28.0,1,1,14.4,False,True,False,False,False,False,False,False,False,True,3,-0.10463740114712752,-0.23528881360946907
425,0,3,0,18.0,1,1,20.2125,False,True,False,False,False,False,False,False,False,True,1,-0.8731358343600393,0.09534793704965058
426,0,3,0,28.0,0,0,7.25,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8797405693934278
427,1,2,1,28.0,1,0,26.0,False,True,False,False,False,False,False,False,False,True,3,-0.10463740114712752,0.3444394801955362
428,1,2,1,19.0,0,0,26.0,False,True,False,False,False,False,False,False,False,True,2,-0.7962859910387481,0.3444394801955362
429,0,3,0,28.0,0,0,7.75,True,False,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.8189865811572414
430,1,3,0,32.0,0,0,8.05,False,True,False,False,False,True,False,False,False,False,1,0.20276197213803718,-0.7841792430073967
431,1,1,0,28.0,0,0,26.55,False,True,False,True,False,False,False,False,False,False,1,-0.10463740114712752,0.36526093570402607
432,1,3,1,28.0,1,0,16.1,False,True,False,False,False,False,False,False,False,True,3,-0.10463740114712752,-0.12717266791993012
433,1,2,1,42.0,1,0,26.0,False,True,False,False,False,False,False,False,False,True,3,0.9712604053509489,0.3444394801955362
434,0,3,0,17.0,0,0,7.125,False,True,False,False,False,False,False,False,False,True,1,-0.9499856776813305,-0.8955045384601199
435,0,1,0,50.0,1,0,55.9,False,True,False,False,False,True,False,False,False,False,1,1.5860591519212783,1.1141402035210881
436,1,1,1,14.0,1,2,120.0,False,True,True,False,False,False,False,False,False,False,2,-1.180535207645204,1.8931715298766851
437,0,3,1,21.0,2,2,34.375,False,True,False,False,False,False,False,False,False,True,2,-0.6425863043961658,0.6233938271906204
438,1,2,1,24.0,2,3,18.75,False,True,False,False,False,False,False,False,False,True,3,-0.41203677443229225,0.021587667954472933
439,0,1,0,64.0,1,4,263.0,False,True,False,True,False,False,False,False,False,False,1,2.661956958419355,2.6987007794454887
440,0,2,0,31.0,0,0,10.5,False,True,False,False,False,False,False,False,False,True,1,0.12591212881674602,-0.5368057694182641
441,1,2,1,45.0,1,1,26.25,False,True,False,False,False,False,False,False,False,True,3,1.2018099353148226,0.35395586016517094
442,0,3,0,20.0,0,0,9.5,False,True,False,False,False,False,False,False,False,True,1,-0.719436147717457,-0.6307359423566569
443,0,3,0,25.0,1,0,7.775,False,True,False,False,False,False,False,False,False,True,1,-0.33518693111100106,-0.8160407306065733
444,1,2,1,28.0,0,0,13.0,False,True,False,False,False,False,False,False,False,True,2,-0.10463740114712752,-0.3336984726090336
445,1,3,0,28.0,0,0,8.1125,False,True,False,False,False,False,False,False,False,True,1,-0.10463740114712752,-0.7770730902669089
446,1,1,0,4.0,0,2,81.8583,False,True,False,False,False,False,False,False,False,False,4,-1.949033640858116,1.5021989568725875
447,1,2,1,13.0,0,1,19.5,False,True,False,False,False,False,False,False,False,True,2,-1.2573850509664952,0.06007112543995847
448,1,1,0,34.0,0,0,26.55,False,True,False,False,False,False,False,False,False,True,1,0.35646165878061953,0.36526093570402607
449,1,3,1,5.0,2,1,19.2583,False,False,False,False,False,False,False,False,False,True,2,-1.8721837975368247,0.047825129435189045
450,1,1,0,52.0,0,0,30.5,False,True,False,True,False,False,False,False,False,False,5,1.7397588385638607,0.5036031274312862
